NAME | DESCRIPTION
Mossfire Valley | {1}, {T}: Add {R}{G}.
Elder Arthur Maxson {1}{W}{B} | Creature tokens you control have training. (Whenever a creature token you control attacks with another creature with greater power, put a +1/+1 counter on that token.) Blind Betrayal — Sacrifice another creature: Elder Arthur Maxson gains indestructible until end of turn.
Champion's Helm {3} | Equipped creature gets +2/+2. As long as equipped creature is legendary, it has hexproof. (It can’t be the target of spells or abilities your opponents control.) Equip {1}
Rampant Growth {1}{G} | Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
Shadowblood Ridge | {1}, {T}: Add {B}{R}.
Jason Bright, Glowing Prophet {2}{U} | Whenever a Zombie or Mutant you control dies, if its power was different from its base power, draw a card. Come Fly With Me — {2}, Sacrifice a creature: Put a +1/+1 counter on target creature you control. It gains flying until end of turn.
Vandalblast {R} | Destroy target artifact you don’t control. Overload {4}{R} (You may cast this spell for its overload cost. If you do, change “target” in its text to “each.”)
Hardened Scales {G} | If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.
Powder Ganger {2}{R} | Squad {2} (As an additional cost to cast this spell, you may pay {2} any number of times. When this creature enters, create that many tokens that are copies of it.) When Powder Ganger enters, destroy up to one target artifact.
Wasteland Raider {2}{B}{B} | Squad {2} (As an additional cost to cast this spell, you may pay {2} any number of times. When this creature enters, create that many tokens that are copies of it.) When Wasteland Raider enters, each player sacrifices a creature.
Overseer of Vault 76 {2}{W} | First Contact — Whenever Overseer of Vault 76 or another creature you control with power 3 or less enters, put a quest counter on Overseer of Vault 76. At the beginning of combat on your turn, you may remove three quest counters from among permanents you control. When you do, put a +1/+1 counter on each creature you control and they gain vigilance until end of turn.
The Wise Mothman {1}{B}{G}{U} | Flying Whenever The Wise Mothman enters or attacks, each player gets a rad counter. Whenever one or more nonland cards are milled, put a +1/+1 counter on each of up to X target creatures, where X is the number of nonland cards milled this way.
Clifftop Retreat | Clifftop Retreat enters tapped unless you control a Mountain or a Plains. {T}: Add {R} or {W}.
Shadowblood Ridge | {1}, {T}: Add {B}{R}.
Sol Ring {1} | {T}: Add {C}{C}.
Super Mutant Scavenger {4}{G} | Trample When Super Mutant Scavenger enters or dies, return up to one target Aura or Equipment card from your graveyard to your hand.
White Glove Gourmand {2}{W}{B} | When White Glove Gourmand enters, create two 1/1 white Human Soldier creature tokens. At the beginning of your end step, if another Human died under your control this turn, create a Food token.
Lily Bowen, Raging Grandma {3}{G} | Vigilance Lily Bowen, Raging Grandma enters with two +1/+1 counters on it. At the beginning of your upkeep, double the number of +1/+1 counters on Lily Bowen if its power is 16 or less. Otherwise, remove all but one +1/+1 counter from it, then you gain 1 life for each +1/+1 counter removed this way.
Rose, Cutthroat Raider {2}{R}{R} | First strike Raid — At end of combat on your turn, if you attacked this turn, create a Junk token for each opponent you attacked. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”) Whenever you sacrifice a Junk, add {R}.
White Glove Gourmand {2}{W}{B} | When White Glove Gourmand enters, create two 1/1 white Human Soldier creature tokens. At the beginning of your end step, if another Human died under your control this turn, create a Food token.
Temple of Silence | Temple of Silence enters tapped. When Temple of Silence enters, scry 1. {T}: Add {W} or {B}.
Swiftfoot Boots {2} | Equipped creature has hexproof and haste. (It can’t be the target of spells or abilities your opponents control.) Equip {1}
Darkwater Catacombs | {1}, {T}: Add {U}{B}.
Powder Ganger {2}{R} | Squad {2} (As an additional cost to cast this spell, you may pay {2} any number of times. When this creature enters, create that many tokens that are copies of it.) When Powder Ganger enters, destroy up to one target artifact.
Lightning Greaves {2} | Equipped creature has haste and shroud. (It can’t be the target of spells or abilities.) Equip {0}
Bloodforged Battle-Axe {1} | Equipped creature gets +2/+0. Whenever equipped creature deals combat damage to a player, create a token that’s a copy of Bloodforged Battle-Axe. Equip {2}
Shadowblood Ridge | {1}, {T}: Add {B}{R}.
Swamp | ({T}: Add {B}.)
Glacial Fortress | Glacial Fortress enters tapped unless you control a Plains or an Island. {T}: Add {W} or {U}.
Intelligence Bobblehead {3} | {T}: Add one mana of any color. {5}, {T}: Draw X cards, where X is the number of Bobbleheads you control.
Wear {1}{R} | Destroy target artifact. Fuse (You may cast one or both halves of this card from your hand.)
Panharmonicon {4} | If an artifact or creature entering causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
Mind Stone {2} | {T}: Add {C}. {1}, {T}, Sacrifice Mind Stone: Draw a card.
Elder Owyn Lyons {2}{W}{U} | Artifacts you control have ward {1}. (Whenever an artifact you control becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.) When Elder Owyn Lyons enters or dies, return target artifact card from your graveyard to your hand.
Hancock, Ghoulish Mayor {2}{B} | Each other creature you control that’s a Zombie or Mutant gets +X/+X, where X is the number of counters on Hancock, Ghoulish Mayor. Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner’s control with a +1/+1 counter on it.)
Viridescent Bog | {1}, {T}: Add {B}{G}.
Ravages of War {3}{W} | Destroy all lands.
Chaos Warp {2}{R} | The owner of target permanent shuffles it into their library, then reveals the top card of their library. If it’s a permanent card, they put it onto the battlefield.
Command Tower | {T}: Add one mana of any color in your commander’s color identity.
Casualties of War {2}{B}{B}{G}{G} | Choose one or more — • Destroy target artifact. • Destroy target creature. • Destroy target enchantment. • Destroy target land. • Destroy target planeswalker.
Rancor {G} | Enchant creature Enchanted creature gets +2/+0 and has trample. When Rancor is put into a graveyard from the battlefield, return Rancor to its owner’s hand.
Temple of Malice | Temple of Malice enters tapped. When Temple of Malice enters, scry 1. {T}: Add {B} or {R}.
Vault 21: House Gambit {1}{R} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I, II — Discard a card, then draw a card. III — Reveal up to five nonland cards from your hand. For each of those cards that has the same mana value as another card revealed this way, create a Treasure token.
Overencumbered {1}{W} | Enchant opponent When Overencumbered enters, enchanted opponent creates a Clue token, a Food token, and a Junk token. At the beginning of combat on enchanted opponent’s turn, that player may pay {1} for each artifact they control. If they don’t, creatures can’t attack this combat.
Tato Farmer {2}{G} | Landfall — Whenever a land you control enters, you may get two rad counters. {T}: Put target land card in a graveyard that was milled this turn onto the battlefield under your control tapped.
Harmonize {2}{G}{G} | Draw three cards.
Temple of Enlightenment | Temple of Enlightenment enters tapped. When Temple of Enlightenment enters, scry 1. {T}: Add {W} or {U}.
Fraying Sanity {2}{U} | Enchant player At the beginning of each end step, enchanted player mills X cards, where X is the number of cards put into their graveyard from anywhere this turn.
Arcane Signet {2} | {T}: Add one mana of any color in your commander’s color identity.
Mirelurk Queen {4}{U} | Vigilance When Mirelurk Queen enters, target player gets two rad counters. Whenever one or more nonland cards are milled, draw a card, then put a +1/+1 counter on Mirelurk Queen. This ability triggers only once each turn.
Arcane Signet {2} | {T}: Add one mana of any color in your commander’s color identity.
Crucible of Worlds {3} | You may play lands from your graveyard.
Acquired Mutation {2}{R} | Enchant creature Enchanted creature gets +2/+2 and is goaded. (It attacks each combat if able and attacks a player other than you if able.) Whenever enchanted creature attacks, defending player gets two rad counters.
Sheltered Thicket | ({T}: Add {R} or {G}.) Sheltered Thicket enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
Jason Bright, Glowing Prophet {2}{U} | Whenever a Zombie or Mutant you control dies, if its power was different from its base power, draw a card. Come Fly With Me — {2}, Sacrifice a creature: Put a +1/+1 counter on target creature you control. It gains flying until end of turn.
Talisman of Progress {2} | {T}: Add {C}. {T}: Add {W} or {U}. Talisman of Progress deals 1 damage to you.
Sheltered Thicket | ({T}: Add {R} or {G}.) Sheltered Thicket enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
Mountain | ({T}: Add {R}.)
Nesting Grounds | {T}: Add {C}. {1}, {T}: Move a counter from target permanent you control onto another target permanent. Activate only as a sorcery.
Plains | ({T}: Add {W}.)
Talisman of Conviction {2} | {T}: Add {C}. {T}: Add {R} or {W}. Talisman of Conviction deals 1 damage to you.
Colonel Autumn {1}{W}{B} | Lifelink Exploit (When this creature enters, you may sacrifice a creature.) Other legendary creatures you control have exploit. Whenever a creature you control exploits a creature, put a +1/+1 counter on each creature you control.
